1 2 8186.0
1 3 13870.0
1 4 14632.0
1 5 50222.0
1 6 1247.0
1 7 5760.0
1 8 11079.0
1 9 9210.0
1 10 8606.0
1 11 24849.0
1 12 4434.0
1 13 42470.0
1 14 12107.0
1 15 20658.0
1 16 4026.0
1 17 22067.0
1 18 8986.0
1 19 14566.0
1 20 4044.0
1 21 16923.0
1 22 3230.0
1 23 13392.0
1 24 23472.0
1 25 21558.0
1 26 49199.0
1 27 33773.0
1 28 21506.0
1 29 10560.0
1 30 15116.0
1 31 27451.0
1 32 16069.0
1 33 561.0
1 34 1035.0
1 35 10042.0
1 36 46247.0
1 37 1288.0
1 38 1157.0
1 39 2589.0
1 40 35239.0
1 41 51.0
1 42 600.0
1 43 1259.0
1 44 1746.0
1 45 138.0
1 46 8189.0
1 47 397.0
1 48 13144.0
1 49 7193.0
1 50 3689.0
1 51 200.0
1 52 10176.0
1 53 211.0
1 54 3255.0
1 55 123.0
1 56 6512.0
1 57 178.0
1 58 270.0
1 59 1761.0
1 60 1460.0
1 61 8125.0
1 62 13743.0
1 63 4000.0
1 64 2183.0
1 65 846.0
1 66 1457.0
1 67 2564.0
1 68 657.0
1 69 8.0
1 70 1429.0
2 3 25.0
2 4 558.0
2 5 459.0
2 6 278.0
2 7 2098.0
2 8 16804.0
2 9 13295.0
2 10 18514.0
2 11 3650.0
2 12 4352.0
2 13 92.0
2 14 6057.0
2 15 81.0
2 16 17360.0
2 17 9670.0
2 18 5.0
2 19 117.0
2 20 2.0
2 21 20.0
2 22 1334.0
2 23 1966.0
2 24 131.0
2 25 2025.0
2 26 1356.0
2 27 89.0
2 28 18.0
2 29 8.0
2 30 1033.0
2 31 11983.0
2 32 3389.0
2 34 889.0
2 35 3514.0
2 36 258.0
2 37 7.0
2 38 2.0
2 39 3.0
2 40 130.0
2 41 65.0
2 42 13.0
2 43 18.0
2 44 4.0
2 46 47.0
2 47 40.0
2 48 14.0
2 49 324.0
2 50 6.0
2 51 1.0
2 52 100.0
2 54 1.0
2 56 10.0
2 57 116.0
2 59 3.0
2 61 41.0
2 62 8.0
2 63 6.0
2 64 2.0
2 65 4.0
2 66 7.0
2 67 2.0
2 68 2.0
2 70 5.0
3 4 3476.0
3 5 16683.0
3 6 65.0
3 7 211.0
3 8 219.0
3 9 132.0
3 10 152.0
3 11 2566.0
3 12 27.0
3 13 6600.0
3 14 119.0
3 15 2416.0
3 16 27.0
3 17 213.0
3 18 180.0
