1 2 11864.0
1 3 15469.0
1 4 18711.0
1 5 52327.0
1 6 853.0
1 7 5550.0
1 8 6741.0
1 9 9504.0
1 10 4532.0
1 11 23782.0
1 12 3831.0
1 13 55113.0
1 14 13325.0
1 15 17397.0
1 16 5155.0
1 17 27056.0
1 18 8859.0
1 19 13082.0
1 20 1367.0
1 21 21481.0
1 22 2876.0
1 23 13957.0
1 24 23377.0
1 25 19808.0
1 26 44287.0
1 27 40147.0
1 28 30789.0
1 29 23077.0
1 30 16206.0
1 31 42772.0
1 32 29644.0
1 33 1307.0
1 34 3499.0
1 35 22112.0
1 36 61897.0
1 37 166.0
1 38 1588.0
1 39 4532.0
1 40 38192.0
1 41 59.0
1 42 276.0
1 43 1113.0
1 44 1687.0
1 45 176.0
1 46 14138.0
1 47 393.0
1 48 5463.0
1 49 6025.0
1 50 3918.0
1 51 361.0
1 52 9016.0
1 53 976.0
1 54 1275.0
1 55 41.0
1 56 2153.0
1 57 249.0
1 58 319.0
1 59 3321.0
1 60 1157.0
1 61 11404.0
1 62 7554.0
1 63 2406.0
1 64 2934.0
1 65 1698.0
1 66 430.0
1 67 2357.0
1 68 171.0
1 69 155.0
1 70 438.0
2 3 123.0
2 4 923.0
2 5 779.0
2 6 260.0
2 7 2011.0
2 8 6558.0
2 9 7293.0
2 10 7294.0
2 11 3473.0
2 12 2013.0
2 13 458.0
2 14 3754.0
2 15 162.0
2 16 9129.0
2 17 4885.0
2 18 17.0
2 19 267.0
2 20 2.0
2 21 118.0
2 22 1508.0
2 23 916.0
2 24 51.0
2 25 1109.0
2 26 1909.0
2 27 247.0
2 28 161.0
2 29 435.0
2 30 2193.0
2 31 16037.0
2 32 4761.0
2 33 9.0
2 34 2101.0
2 35 5821.0
2 36 1323.0
2 37 4.0
2 38 10.0
2 39 22.0
2 40 452.0
2 41 14.0
2 42 1.0
2 43 43.0
2 44 79.0
2 45 3.0
2 46 517.0
2 47 34.0
2 48 17.0
2 49 292.0
2 50 38.0
2 51 4.0
2 52 382.0
2 53 5.0
2 54 14.0
2 56 9.0
2 57 63.0
2 58 4.0
2 59 20.0
2 60 6.0
2 61 171.0
2 62 28.0
2 63 5.0
2 64 13.0
2 65 81.0
2 66 3.0
2 67 109.0
2 69 2.0
2 70 16.0
3 4 6091.0
3 5 15560.0
3 6 48.0
3 7 113.0
3 8 20.0
3 9 1232.0
3 10 3.0
3 11 7127.0
3 12 50.0
3 13 5993.0
3 14 117.0
3 15 910.0
3 16 6.0
3 17 130.0
3 18 321.0
3 19 3434.0
3 20 11.0
3 21 6752.0
3 22 54.0
3 23 1759.0
3 24 11190.0
3 25 2630.0
3 26 6330.0
3 27 7669.0
3 28 6174.0
3 29 10956.0
3 30 2987.0
3 31 675.0
3 32 2625.0
3 33 57.0
3 34 36.0
3 35 544.0
3 36 3404.0
3 37 1.0
3 38 262.0
3 39 664.0
3 40 3078.0
3 42 4.0
3 43 2.0
3 44 10.0
3 46 671.0
3 48 445.0
3 49 31.0
3 50 316.0
3 52 98.0
3 53 32.0
3 54 221.0
3 55 2.0
3 56 225.0
3 58 11.0
3 59 379.0
3 60 50.0
3 61 698.0
3 62 699.0
3 63 149.0
3 64 434.0
3 65 34.0
3 66 4.0
3 67 38.0
3 68 13.0
3 70 1.0
4 5 6670.0
4 6 79.0
4 7 92.0
4 8 44.0
4 9 6663.0
4 10 41.0
4 11 1166.0
4 12 84.0
4 13 4930.0
4 14 79.0
4 15 1166.0
4 16 19.0
4 17 508.0
4 18 1602.0
4 19 5341.0
4 20 58.0
4 21 2244.0
4 22 47.0
4 23 13046.0
4 24 10269.0
4 25 22549.0
4 26 3273.0
4 27 3211.0
4 28 5192.0
4 29 14766.0
4 30 8416.0
4 31 2506.0
4 32 11528.0
4 33 80.0
4 34 86.0
4 35 1300.0
4 36 1653.0
4 37 1.0
4 38 92.0
4 39 123.0
4 40 1454.0
4 41 1.0
4 43 3.0
4 44 2.0
4 46 391.0
4 48 177.0
4 49 22.0
4 50 81.0
4 52 53.0
4 53 9.0
4 54 49.0
4 56 96.0
4 57 1.0
4 58 2.0
4 59 120.0
4 60 11.0
4 61 447.0
4 62 207.0
4 63 40.0
4 64 81.0
4 65 11.0
4 67 13.0
4 68 2.0
4 70 2.0
5 6 98.0
5 7 377.0
5 8 356.0
5 9 917.0
5 10 152.0
5 11 10478.0
5 12 134.0
5 13 9996.0
5 14 478.0
5 15 3158.0
5 16 53.0
5 17 5332.0
5 18 1464.0
5 19 2916.0
5 20 40.0
5 21 6141.0
5 22 96.0
5 23 1836.0
5 24 15905.0
5 25 3744.0
5 26 14713.0
5 27 10834.0
5 28 5081.0
5 29 7658.0
5 30 4296.0
5 31 5249.0
5 32 3642.0
5 33 148.0
5 34 178.0
5 35 2242.0
5 36 34644.0
5 37 10.0
5 38 1613.0
5 39 5010.0
5 40 30767.0
5 41 7.0
5 42 19.0
5 43 33.0
5 44 132.0
5 45 10.0
5 46 7770.0
5 47 13.0
5 48 3066.0
5 49 174.0
5 50 1548.0
5 51 12.0
5 52 747.0
5 53 802.0
5 54 1379.0
5 55 30.0
5 56 1948.0
5 57 13.0
5 58 221.0
5 59 3296.0
5 60 875.0
5 61 4540.0
5 62 3520.0
5 63 1912.0
5 64 3007.0
5 65 557.0
5 66 54.0
5 67 641.0
5 68 100.0
5 69 27.0
5 70 44.0
6 7 14.0
6 8 557.0
6 9 1945.0
6 10 231.0
6 11 1859.0
6 12 1735.0
6 13 8.0
6 14 1776.0
6 15 2.0
6 16 23.0
6 17 635.0
6 18 8.0
6 19 82.0
6 21 1.0
6 22 2487.0
6 23 75.0
6 24 108.0
6 25 91.0
6 26 3622.0
6 27 6.0
6 28 22.0
6 29 30.0
6 30 2531.0
6 31 160.0
6 32 180.0
6 35 16.0
6 36 157.0
6 37 12.0
6 38 3.0
6 40 28.0
6 41 1137.0
6 42 36.0
6 43 185.0
6 44 109.0
6 45 8.0
6 46 856.0
6 47 421.0
6 49 1366.0
6 52 573.0
6 53 8.0
6 57 1502.0
6 59 19.0
6 61 685.0
6 62 1.0
6 64 3.0
6 65 318.0
6 66 6.0
6 67 3.0
7 8 1583.0
7 9 517.0
7 10 1572.0
7 11 1110.0
7 12 286.0
7 13 717.0
7 14 818.0
7 15 319.0
7 16 1587.0
7 17 2033.0
7 18 10.0
7 19 53.0
7 20 19.0
7 21 150.0
7 22 55.0
7 23 70.0
7 24 56.0
7 25 80.0
7 26 522.0
7 27 522.0
7 28 186.0
7 29 100.0
7 30 73.0
7 31 2958.0
7 32 553.0
7 33 8.0
7 34 1826.0
7 35 955.0
7 36 614.0
7 37 2.0
7 38 8.0
7 39 36.0
7 40 276.0
7 42 17.0
7 43 28.0
7 44 15.0
7 45 1.0
7 46 151.0
7 47 4.0
7 48 96.0
7 49 130.0
7 50 38.0
7 51 4.0
7 52 178.0
7 53 8.0
7 54 18.0
7 56 40.0
7 57 3.0
7 58 4.0
7 59 23.0
7 60 31.0
7 61 191.0
7 62 85.0
